id,job_id,link,job_title,job_location,company_name,num_applicants,posted_date,job_description,company_emails,job_poster_name,application_type,applied
1,3727848932,https://www.linkedin.com/jobs/view/3727848932/?eBP=JOB_SEARCH_ORGANIC&refId=S%2FN36ewCXwXgdcDhoxU4Vw%3D%3D&trackingId=UvJ%2BSZxCobML2s74UuqDVw%3D%3D&trk=flagship3_search_srp_jobs,Product Owner,"munich, germany",Protech Talent,58 minutes ago, · ,see link directly,[],Matthew Coll-Beswick,internal,False
2,3727806297,https://www.linkedin.com/jobs/view/3727806297/?eBP=JOB_SEARCH_ORGANIC&refId=S%2FN36ewCXwXgdcDhoxU4Vw%3D%3D&trackingId=%2BxWOx%2Bai1LlCq9qo3UI%2BYg%3D%3D&trk=flagship3_search_srp_jobs,Functional Owner / Product Owner - HMI German must(m/w/d),"munich, germany",Luxoft,4 hours ago, · ,see link directly,[],,internal,False
